fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Talita Bernardo,"5' 4""",135 lbs.,"68""",Orthodox,4-Mar-87,3,0,4,1,2,0,0,1
Manny Bermudez,"5' 10""",145 lbs.,"71""",Orthodox,16-Jul-94,3,1,3,0,3,1,0,3
Keith Berry,"6' 1""",185 lbs.,,,25-Oct-87,0,0,6,0,0,0,0,0
Dieusel Berto,"5' 9""",200 lbs.,,,,0,0,0,0,0,0,0,0
Edson Berto,"5' 6""",155 lbs.,,Orthodox,5-Jul-83,2,0,5,0,5,0,0,3
Allen Berube,"5' 8""",155 lbs.,,Orthodox,25-Aug-74,1,1,1,0,7,1,0,3
Anton Berzin,"6' 2""",205 lbs.,,Orthodox,29-Sep-89,4,0,7,1,2,0,0,1
Khadzhi Bestaev,"6' 6""",185 lbs.,"76""",,16-Jul-88,6,0,10,0,0,0,0,0
Matt Bessette,"5' 10""",145 lbs.,"70""",Orthodox,28-Dec-84,4,0,4,1,1,0,1,0
Scott Bessac,"6' 4""",245 lbs.,,,,0,0,0,0,0,0,0,0
Fernando Bettega,,170 lbs.,,,10-Mar-80,0,0,0,0,0,0,0,0
Arjan Bhullar,"6' 1""",245 lbs.,"75""",Orthodox,13-May-86,2,1,3,1,2,1,1,0
Bibulatov Magomed,"5' 5""",125 lbs.,"65""",Orthodox,22-Aug-88,4,1,2,1,3,0,1,0
KB Bhullar,"6' 4""",185 lbs.,"78""",Switch,12-Oct-91,1,0,10,0,0,0,0,0
David Bielkheden,"5' 10""",155 lbs.,"71""",Orthodox,6-Jun-79,1,1,2,1,3,1,0,0
Jeremiah Billington,"5' 9""",205 lbs.,,Orthodox,14-Nov-77,2,1,7,0,0,0,1,0
Scott Bills,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Anthony Birchak,"5' 8""",135 lbs.,"69""",Orthodox,16-May-86,4,0,3,1,1,0,1,0
Chris Birchler,"6' 3""",205 lbs.,,Switch,5-Jun-87,9,0,15,0,0,0,0,0
Simon Biyong,,205 lbs.,,,5-Apr-91,0,0,0,0,0,0,0,0
Amaury Bitetti,"5' 9""",185 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Michael Bisping,"6' 1""",185 lbs.,"75""",Orthodox,28-Feb-79,4,0,3,1,1,0,1,0
Jan Blachowicz,"6' 2""",205 lbs.,"78""",Orthodox,24-Feb-83,4,0,3,1,1,1,1,0
Tom Blackledge,,205 lbs.,,Orthodox,,3,1,3,0,0,0,1,0
Jason Black,"5' 8""",155 lbs.,,Orthodox,15-Jul-72,1,0,3,0,0,0,0,6
Brad Blackburn,"5' 10""",170 lbs.,"73""",Orthodox,25-May-77,5,0,4,1,1,1,1,1
Jason Blackford,,,,,,0,0,0,0,0,0,0,0
Maximo Blanco,"5' 8""",145 lbs.,"71""",Orthodox,16-Oct-83,4,0,3,1,2,0,1,0
Sherrard Blackledge,"5' 11""",155 lbs.,"75""",Orthodox,16-Aug-93,4,0,3,1,4,0,0,0
David Blanco,"5' 7""",145 lbs.,,,,0,0,0,0,0,0,0,0
Curtis Blaydes,"6' 4""",265 lbs.,"80""",Orthodox,18-Feb-91,4,1,2,1,7,1,0,0
Arlene Blencowe,"5' 5""",145 lbs.,,,11-Apr-83,2,0,2,0,0,0,1,1
Byron Bloodworth,"5' 8""",135 lbs.,,Orthodox,16-Aug-83,2,0,5,1,0,0,0,0
Dashawn Boatwright,"6' 0""",205 lbs.,,Orthodox,29-Feb-88,0,0,53,0,0,0,0,0
Dan Bobish,"6' 2""",345 lbs.,,Southpaw,26-Jan-70,2,0,2,0,2,0,0,2
Kyle Bochniak,"5' 7""",145 lbs.,"70""",Orthodox,5-Feb-87,3,0,5,1,1,0,1,0
Mark Bocek,"5' 8""",155 lbs.,"75""",Orthodox,24-Oct-81,2,0,2,1,4,0,0,1
James Bochnovic,"6' 4""",205 lbs.,"81""",Orthodox,13-Feb-89,1,0,4,0,0,0,0,0
Jeremy Boczulak,,,,,,0,0,0,0,0,0,0,0
Galore Bofando,"5' 11""",170 lbs.,"72""",Switch,22-May-82,4,0,4,1,2,1,1,0
Jay Bogan,,145 lbs.,,,,0,0,0,0,0,0,0,0
Tim Boetsch,"6' 0""",185 lbs.,"74""",Orthodox,28-Jan-81,3,1,3,1,1,0,1,1
Roman Bogatov,"5' 8""",155 lbs.,"73""",Orthodox,15-Dec-90,3,0,4,0,1,0,1,0
Derek Bohi,"6' 4""",260 lbs.,,,,0,0,0,0,0,0,0,0
Jerry Bohlander,"5' 11""",199 lbs.,,Orthodox,12-Feb-74,0,0,0,0,0,0,0,0
Kotetsu Boku,"5' 9""",154 lbs.,,Orthodox,27-May-77,2,0,3,1,0,0,0,0
Kyle Bolt,"6' 2""",185 lbs.,,,,7,1,7,0,0,0,0,0
Denys Bondar,"5' 6""",125 lbs.,,Orthodox,27-Jun-92,0,0,0,0,0,0,0,0
Luc Bondole,"6' 2""",205 lbs.,,,,3,1,2,1,0,0,0,2
Tony Bonello,"6' 2""",185 lbs.,,,,1,0,13,0,0,0,0,0
Jesse Bongfeldt,"6' 0""",185 lbs.,,Orthodox,28-Aug-80,3,1,1,1,2,0,0,0
Marcos Bonilla,"5' 10""",145 lbs.,,,,0,0,0,1,0,0,0,0
Rogerio Bontorin,"5' 5""",125 lbs.,"67""",Orthodox,25-Apr-92,2,1,3,0,2,0,1,2
Stephan Bonnar,"6' 4""",205 lbs.,"79""",Orthodox,4-Apr-77,3,0,3,1,1,0,1,1
Ray Borg,"5' 4""",135 lbs.,"63""",Orthodox,4-Aug-93,2,1,2,0,4,1,0,1
Igor Borisov,"6' 0""",235 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Tanner Boser,"6' 2""",255 lbs.,"75""",Orthodox,2-Aug-91,5,1,3,1,0,0,1,0
Calen Born,"5' 8""",170 lbs.,"72""",Switch,24-May-88,0,0,0,0,0,0,0,0
Steve Bosse,"5' 11""",205 lbs.,"72""",Orthodox,29-Jul-81,6,1,5,1,1,0,1,0
Marcus Bossett,"6' 1""",215 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Chris Bostick,,,,,,0,0,0,0,0,0,0,0
Poliana Botelho,"5' 8""",115 lbs.,"67""",Orthodox,15-Dec-88,3,1,3,1,1,1,1,0
Francois Botha,"6' 2""",260 lbs.,,Orthodox,28-Sep-68,0,0,1,1,0,0,0,0
Rich Bouphanouvong,"5' 7""",170 lbs.,,,,0,0,0,0,0,0,0,0
Gregory Bouchelaghem,"6' 2""",183 lbs.,,Switch,,0,0,2,0,0,0,1,0
Roy Boughton,"6' 0""",205 lbs.,,,,0,0,0,0,0,0,0,0
Mike Bourke,"6' 0""",275 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Jess Bouscal,,155 lbs.,,,,0,0,0,0,0,0,0,0
Tai Bowden,"5' 11""",230 lbs.,,,,0,0,0,0,0,0,0,0
Melton Bowen,"6' 0""",225 lbs.,,Orthodox,16-Jul-69,0,0,0,0,0,0,0,0
Kyron Bowen,"6' 3""",185 lbs.,"73""",Orthodox,22-Dec-93,3,1,2,0,0,0,0,0
Blake Bowman,"6' 2""",170 lbs.,,,,0,0,0,0,0,0,0,0
Brian Bowles,"5' 7""",135 lbs.,"70""",Orthodox,22-Jun-80,2,0,3,1,1,1,1,1
Roger Bowling,"5' 9""",155 lbs.,"68""",Orthodox,5-Dec-82,4,0,4,1,3,0,0,1
Ashe Bowman,"5' 9""",155 lbs.,,,17-Nov-76,2,0,5,1,0,0,0,0
Colley  Bradford,"5' 7""",145 lbs.,,,,0,0,2,1,19,1,1,0
Kyle Bradley,"5' 9""",155 lbs.,"71""",Orthodox,19-Aug-82,2,0,3,1,1,1,0,0
Paul Bradley,"5' 9""",170 lbs.,,Orthodox,13-Jun-83,2,0,4,1,1,0,1,0
Sean Brady,"5' 10""",170 lbs.,"72""",Orthodox,23-Nov-92,5,1,4,1,3,1,1,1
Ebenezer Fontes Braga,"6' 0""",199 lbs.,,Orthodox,14-Apr-69,2,1,0,1,0,0,1,1
Joe Brammer,"5' 8""",155 lbs.,,Orthodox,23-Aug-83,2,0,3,1,1,1,1,0
Ramiz Brahimaj,"5' 10""",170 lbs.,"72""",Orthodox,17-Nov-92,4,0,6,1,0,0,1,0
David Branch,"6' 1""",185 lbs.,"78""",Orthodox,26-Sep-81,2,0,2,1,3,0,0,0
Michael Bravo,,155 lbs.,,,,0,0,0,0,0,0,0,0
Martin Bravo,"5' 8""",145 lbs.,"71""",Southpaw,21-Sep-93,8,0,6,1,3,0,1,0
Diego Brandao,"5' 7""",145 lbs.,"64""",Orthodox,27-May-87,3,0,3,1,3,1,1,1
Tom Breese,"6' 3""",185 lbs.,"73""",Southpaw,26-Sep-91,3,1,3,1,0,0,1,1
Mike Breeden,"5' 10""",155 lbs.,"70""",Orthodox,21-Apr-89,4,0,6,0,0,0,1,0
Chris Brennan,"5' 8""",170 lbs.,,Orthodox,12-Oct-71,1,0,1,1,0,0,0,2
Charlie Brenneman,"5' 10""",155 lbs.,"70""",Orthodox,9-Feb-81,2,1,2,0,4,0,1,0
Robert Breslin,"5' 11""",155 lbs.,,,,2,0,4,1,1,1,1,0
Marcos Brigagao,"6' 3""",205 lbs.,"76""",Southpaw,1-Apr-96,3,0,3,0,0,0,0,0
Mack Brewer,,205 lbs.,,,,0,0,7,0,0,0,0,0
Jason Brilz,"5' 11""",205 lbs.,"71""",Orthodox,7-Jul-75,3,0,2,1,2,0,0,1
Marcus Brimage,"5' 4""",135 lbs.,"71""",Southpaw,6-Apr-85,4,0,4,1,1,1,1,0
Aaron Brink,"6' 3""",205 lbs.,,Orthodox,12-Nov-74,3,0,6,1,0,0,0,0
Marcelo Brito,"6' 1""",170 lbs.,,Orthodox,27-Nov-77,1,0,4,1,0,0,1,0
Henry Briones,"5' 8""",135 lbs.,"69""",Orthodox,22-Oct-80,3,0,5,1,0,0,1,1
Drew Brokenshire,,,,,,0,0,0,0,0,0,0,0
Antwain Britt,"6' 1""",205 lbs.,"77""",,9-May-78,1,0,3,0,2,0,1,0
Mike Bronzoulis,"6' 0""",155 lbs.,,,5-Jan-79,1,0,3,0,0,0,0,0
Jonathan Brookins,"6' 0""",145 lbs.,"74""",Southpaw,13-Aug-85,3,0,4,1,2,0,1,0
Will Brooks,"5' 10""",155 lbs.,"72""",Orthodox,8-Oct-86,4,1,3,1,2,1,1,0
Jarred Brooks,"5' 3""",125 lbs.,"62""",Switch,2-May-93,2,0,2,1,5,1,1,1
Rob Broughton,"6' 2""",265 lbs.,"74""",Orthodox,3-Mar-83,3,1,3,1,0,0,0,3
Terrell Brown,,185 lbs.,,,13-Apr-83,0,0,0,0,0,0,0,0
Dominic Brown,"5' 11""",190 lbs.,,,4-Jun-82,0,0,0,0,0,0,0,0
Mike Brown,"5' 6""",145 lbs.,"70""",Orthodox,8-Sep-75,3,0,2,1,3,0,1,1
Chris Brown,,170 lbs.,,,,0,0,0,0,0,0,0,0
Todd Brown,"5' 11""",205 lbs.,,Orthodox,13-Dec-76,2,0,4,0,0,0,1,0
Matt Brown,"6' 0""",170 lbs.,"75""",Orthodox,10-Jan-81,4,1,3,1,2,0,1,1
Frederick Brown,"6' 0""",235 lbs.,,,,0,0,0,0,0,0,0,0
TJ Brown,"5' 9""",145 lbs.,"72""",Switch,22-May-90,3,0,2,1,5,1,0,0
Damien Brown,"5' 10""",155 lbs.,"68""",Orthodox,25-Dec-84,4,0,5,1,1,0,1,1
Randy Brown,"6' 3""",170 lbs.,"78""",Orthodox,8-Jul-90,4,0,3,1,1,0,1,1
Junie Browning,"5' 9""",155 lbs.,,Orthodox,12-May-84,4,0,2,1,4,1,0,4
Humberto Brown Morrison,"5' 10""",145 lbs.,,,3-Nov-84,2,1,2,1,1,0,0,0
Travis Browne,"6' 6""",255 lbs.,"79""",Orthodox,17-Jul-82,3,0,4,0,1,1,1,0
Jules Bruchez,"6' 0""",205 lbs.,,Southpaw,16-Aug-77,1,1,6,0,0,0,0,0
Lee Brousseau,"6' 1""",205 lbs.,,,4-Oct-74,0,0,0,0,0,0,0,0
Justin Bruckmann,"5' 9""",170 lbs.,,Orthodox,,1,1,6,0,0,0,0,0
Cody Brundage,"6' 0""",205 lbs.,"72""",Orthodox,16-May-94,8,1,6,0,6,0,0,0
Steve Bruno,"5' 10""",170 lbs.,,Orthodox,3-Nov-81,1,1,3,0,2,0,0,0
Fernando Bruno,"5' 6""",145 lbs.,,,24-Feb-82,2,0,2,0,2,0,1,1
Derek Brunson,"6' 1""",185 lbs.,"77""",Southpaw,4-Jan-84,3,0,3,1,3,0,1,1
Josh Bryant,"5' 10""",185 lbs.,,Orthodox,23-Apr-80,1,0,6,0,0,0,0,0
Justin Buchholz,"6' 0""",155 lbs.,"73""",Orthodox,22-Aug-83,2,0,4,1,0,0,0,1
Dennis Bryant,"6' 0""",205 lbs.,,Orthodox,18-Oct-85,11,1,11,0,0,0,0,0
Zak Bucia,"5' 10""",170 lbs.,,,,0,0,0,0,0,0,0,0
Courtney Buck,"5' 10""",135 lbs.,,Orthodox,19-Mar-82,1,0,3,1,0,0,0,0
Julia Budd,"5' 7""",145 lbs.,"67""",,4-Jul-83,2,1,1,0,4,1,1,0
Joaquin Buckley,"5' 10""",185 lbs.,"76""",Southpaw,27-Apr-94,5,0,5,1,1,0,1,0
Mike Budnik,"5' 9""",145 lbs.,"68""",Orthodox,8-Aug-74,1,1,1,1,0,0,0,3
Francisco Bueno,"5' 9""",225 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Mayra Bueno Silva,"5' 6""",135 lbs.,"66""",Orthodox,22-Aug-91,4,1,5,0,0,0,1,2
Paul Buentello,"6' 2""",245 lbs.,"77""",Orthodox,16-Jan-74,3,0,4,1,0,0,0,0
Modestas Bukauskas,"6' 3""",205 lbs.,"78""",Switch,10-Feb-94,4,0,6,0,0,0,1,0
Lee Kwan Bum,"6' 2""",286 lbs.,,Orthodox,,1,0,0,1,0,0,0,0
Shawn Bunch,"5' 5""",135 lbs.,,,19-Mar-83,0,0,2,1,0,0,1,0
Josh Bumgarner,"6' 1""",170 lbs.,,,,0,0,0,0,0,0,0,0
Wuliji Buren,"5' 9""",135 lbs.,"69""",Orthodox,1-Mar-89,2,0,3,1,3,0,1,0
Shane Burgos,"5' 11""",145 lbs.,"75""",Orthodox,19-Mar-91,7,1,6,1,0,1,1,0
Joshua Burkman,"5' 10""",170 lbs.,"72""",Orthodox,10-Apr-80,3,0,3,1,3,0,1,0
Mads Burnell,"5' 8""",145 lbs.,"69""",Orthodox,6-Mar-94,1,0,3,1,3,0,0,0
Mikey Burnett,"5' 6""",170 lbs.,,Orthodox,12-Apr-74,0,0,0,0,0,0,0,0
Josh Burns,"6' 1""",244 lbs.,,,15-May-78,2,0,6,0,0,0,1,0
Kevin Burns,"5' 10""",170 lbs.,"74""",Orthodox,3-Mar-80,3,0,4,1,0,1,0,1
Herbert Burns,"5' 9""",145 lbs.,"73""",Orthodox,2-Feb-88,2,0,5,0,5,1,1,3
Gilbert Burns,"5' 10""",170 lbs.,"71""",Orthodox,20-Jul-86,3,0,3,1,2,0,1,1
Derrick Burnsed,,155 lbs.,,,,0,0,0,0,0,0,0,0
Nah-Shon Burrell,"5' 11""",170 lbs.,,Orthodox,5-Feb-90,5,0,3,1,0,0,1,0
Martin Buschkamp,"5' 9""",145 lbs.,,Orthodox,6-Jan-91,0,0,0,0,0,0,0,0
Bubba Bush,"6' 0""",185 lbs.,,Orthodox,24-Jul-85,1,1,7,0,3,1,1,0
George Bush,"6' 1""",205 lbs.,,,,6,1,2,1,17,1,0,0
Nick Bustamante,"5' 9""",170 lbs.,,,,0,0,0,0,0,0,0,0
Murilo Bustamante,"6' 2""",183 lbs.,,Orthodox,30-Jul-66,1,0,2,1,2,0,1,1
Jason Butcher,"6' 3""",185 lbs.,,,23-Oct-84,2,0,3,0,14,1,0,0
Eduardo Bustillos,"5' 8""",135 lbs.,,,2-Jun-87,3,1,6,0,0,0,1,0
Todd Butler,"6' 1""",200 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Ian Butler,"5' 8""",155 lbs.,,,,2,0,7,0,0,0,1,0
Goldman Butler,,,,,,0,0,0,0,0,0,0,0
Cheyanne Buys,"5' 3""",115 lbs.,"63""",Switch,25-Jun-95,4,1,2,1,0,0,1,0
Raphael Butler,"6' 3""",261 lbs.,,,4-Jan-84,5,0,1,1,0,0,1,14
JP Buys,"5' 5""",125 lbs.,"67""",Orthodox,30-Apr-96,3,0,3,0,2,1,0,2
Dennis Buzukja,"5' 9""",145 lbs.,"71""",Switch,1-Oct-97,4,0,7,0,2,0,1,1
Charles Byrd,"5' 10""",185 lbs.,"73""",Orthodox,11-Oct-83,3,1,3,1,3,1,0,2
Steve Byrnes,"6' 0""",170 lbs.,,Orthodox,,1,1,3,0,3,1,0,4
Michael Byrnes,"5' 11""",155 lbs.,,,17-Jul-90,0,0,0,0,0,0,0,0
Alvin Cacdac,"5' 6""",125 lbs.,,Orthodox,,1,1,1,0,0,0,0,0
Yan Cabral,"5' 11""",155 lbs.,"73""",Orthodox,13-May-83,2,0,2,1,3,0,0,1
Alex Caceres,"5' 10""",145 lbs.,"73""",Southpaw,20-Jun-88,4,1,3,1,1,1,1,1
Vince Cachero,"5' 6""",145 lbs.,"68""",Orthodox,7-Nov-89,3,0,7,0,0,0,0,1
Priscila Cachoeira,"5' 7""",135 lbs.,"65""",Orthodox,19-Aug-88,4,0,8,0,0,0,1,0
Travis Calanoc,"5' 8""",145 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Ricky Calatayud,"5' 9""",125 lbs.,,,10-Oct-82,0,0,0,0,0,0,0,0
Darrion Caldwell,"5' 10""",135 lbs.,,,19-Dec-87,1,0,1,1,3,1,1,1
Joanne Calderwood,"5' 6""",125 lbs.,"65""",Orthodox,23-Dec-85,7,0,4,1,2,1,1,1
Taylor Callens,"5' 10""",155 lbs.,,,21-May-91,0,0,0,0,0,0,0,0
Joe Camacho,"5' 9""",155 lbs.,,Orthodox,10-Mar-72,0,0,5,0,0,0,0,0
Cynthia Calvillo,"5' 4""",125 lbs.,"64""",Orthodox,13-Jul-87,4,0,4,1,2,0,1,1
Frank Camacho,"5' 10""",170 lbs.,"73""",Orthodox,18-May-89,7,0,7,1,1,0,1,0
Fabricio Camoes,"5' 10""",155 lbs.,"71""",Orthodox,23-Dec-78,1,0,2,1,2,0,0,2
Chris Camozzi,"6' 2""",185 lbs.,"75""",Orthodox,20-Nov-86,4,0,3,1,0,0,1,1
Brian Camozzi,"6' 2""",170 lbs.,"78""",Orthodox,24-Jun-91,3,0,6,1,0,0,0,1
Thomas Campbell,,,,,,0,0,0,0,0,0,0,0
Mike Campbell,"5' 9""",155 lbs.,,Southpaw,,1,0,1,1,5,1,0,0
Shane Campbell,"6' 0""",155 lbs.,"71""",Orthodox,21-Jan-87,4,1,3,1,1,0,1,0
John Campetella,"5' 9""",235 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Wagner Campos,"5' 6""",145 lbs.,,Southpaw,31-Jul-81,2,0,3,1,3,1,0,0
Derek Campos,"5' 9""",155 lbs.,,,1-Apr-88,2,0,10,0,0,0,0,0
Will Campuzano,"5' 9""",125 lbs.,"70""",Orthodox,27-May-86,2,0,4,1,1,0,0,0
Chico Camus,"5' 6""",125 lbs.,"66""",Orthodox,26-Jan-85,3,0,2,1,1,0,1,0
Asbel Cancio,"5' 10""",225 lbs.,,,,0,0,0,0,0,0,0,0
Aleksa Camur,"6' 1""",205 lbs.,"74""",Orthodox,25-Sep-95,4,1,2,1,1,0,0,0
Carlos Candelario,"5' 8""",125 lbs.,"67""",Southpaw,4-Jun-91,4,0,2,1,0,0,0,0
Ronaldo Candido,"5' 6""",125 lbs.,,Southpaw,24-Apr-89,2,0,4,1,8,1,0,5
Guido Cannetti,"5' 6""",135 lbs.,"68""",Southpaw,19-Dec-79,3,1,2,1,3,1,1,0
Luiz Cane,"6' 2""",185 lbs.,"77""",Southpaw,24-Apr-81,5,0,5,1,1,0,1,0
Cody Canterbury,"5' 8""",155 lbs.,,,,0,0,0,0,0,0,0,0
Jose Canseco,"6' 4""",240 lbs.,,Orthodox,2-Jul-64,1,0,5,1,0,0,0,0
Jared Cannonier,"5' 11""",185 lbs.,"77""",Switch,16-Mar-84,4,1,3,1,0,0,1,0
Bo Cantrell,"6' 2""",235 lbs.,,Orthodox,8-Feb-69,3,0,13,0,0,0,0,0
Phil Caracappa,"5' 8""",135 lbs.,"70""",Orthodox,5-Jun-92,3,1,4,0,1,0,1,1
Steve Cantwell,"6' 2""",185 lbs.,"75""",Orthodox,8-Dec-86,4,0,6,1,1,0,1,1
Frank Caracci,,,,,,0,0,0,0,0,0,0,0
Gina Carano,"5' 8""",145 lbs.,,Orthodox,16-Apr-82,5,0,3,1,1,1,1,2
Phil Cardella,"5' 11""",155 lbs.,,,9-Jul-76,2,1,2,1,0,0,0,3
Dos Caras Jr.,"6' 4""",225 lbs.,,Orthodox,25-May-77,1,0,1,1,0,0,1,0
Remo Cardarelli,,135 lbs.,,,,2,0,1,1,0,0,1,0
Bryan Caraway,"5' 8""",135 lbs.,"68""",Orthodox,4-Aug-84,3,0,4,1,3,0,1,1
Edgar Cardenas,,145 lbs.,,,,0,0,0,0,0,0,0,0
Chris Cariaso,"5' 3""",125 lbs.,"64""",Southpaw,27-May-81,3,0,2,1,1,0,1,1
Ronald Carillo,,125 lbs.,,,,0,0,0,0,0,0,0,0
Rafael Carino,"6' 8""",245 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Don Carlo-Clauss,,170 lbs.,,,,1,0,8,0,0,0,1,0
Antonio Carlos Junior,"6' 2""",185 lbs.,"79""",Orthodox,16-Mar-90,2,0,2,1,3,0,1,1
Spike Carlyle,"5' 8""",145 lbs.,"71""",Switch,6-May-93,3,1,4,0,3,0,1,1
Francis Carmont,"6' 3""",205 lbs.,"78""",Orthodox,11-Oct-81,2,0,2,1,2,0,1,1
Liz Carmouche,"5' 6""",125 lbs.,"66""",Orthodox,19-Feb-84,3,1,3,1,3,1,1,0
Ariane Carnelossi,"5' 2""",115 lbs.,"61""",Orthodox,17-Nov-92,6,0,8,1,0,0,0,0
Roan Carneiro,"5' 11""",170 lbs.,"76""",Orthodox,2-Jun-78,1,0,2,1,3,0,1,1
Luana Carolina,"5' 6""",125 lbs.,"69""",Orthodox,11-Jun-93,6,1,4,0,0,0,1,2
Tim Caron,"6' 1""",185 lbs.,,Orthodox,24-Jul-87,1,1,7,0,0,0,0,0
Cody Carrillo,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,0
Gabriel Carrasco,"5' 6""",135 lbs.,,,,4,0,2,1,0,0,1,0
Cain Carrizosa,"5' 8""",155 lbs.,,Orthodox,22-Jul-86,3,0,6,1,0,0,0,0
Roger Carroll,"5' 10""",170 lbs.,,,,8,1,10,0,0,0,1,0
Jonny Carson,"5' 10""",155 lbs.,,,,0,0,0,0,0,0,0,0
Scott Carson,"6' 2""",215 lbs.,,,,1,1,6,0,0,0,0,0
Shonie Carter,"5' 10""",170 lbs.,,Southpaw,3-May-72,2,0,2,0,1,1,1,0
Bruno Carvalho,"5' 8""",154 lbs.,,,7-Jun-82,1,0,1,1,0,0,1,4
Antonio Carvalho,"5' 9""",145 lbs.,"70""",Orthodox,30-May-79,3,0,4,1,0,0,1,0
Rafael Carvalho,"6' 3""",185 lbs.,,,27-Jul-86,2,1,2,1,3,0,1,0
Shane Carwin,"6' 2""",265 lbs.,"80""",Orthodox,4-Jan-75,4,0,4,1,1,0,0,0
Johnny Case,"5' 10""",155 lbs.,"72""",Orthodox,28-Jun-89,4,0,3,1,2,0,1,0
Kevin Casey,"5' 11""",185 lbs.,"77""",Southpaw,15-Jun-81,2,1,4,0,1,0,0,0
Cortney Casey,"5' 7""",125 lbs.,"67""",Orthodox,5-May-87,4,0,4,1,0,0,0,1
Bendy Casimir,"5' 5""",145 lbs.,,Southpaw,10-Jun-80,1,0,3,1,0,0,1,0
Brandon Cash,"6' 5""",255 lbs.,,Orthodox,,5,1,1,0,10,1,0,0
Dwayne Cason,"5' 10""",212 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Joe Cason,"6' 3""",205 lbs.,,,19-Jan-88,4,1,11,0,0,0,0,0
John Castaneda,"5' 6""",135 lbs.,"71""",Switch,18-Dec-91,4,0,5,1,1,0,1,0
Eric Castile,"5' 8""",145 lbs.,,,,0,0,0,0,0,0,0,0
Gil Castillo,"5' 9""",170 lbs.,,Southpaw,21-Oct-65,1,0,2,0,3,0,1,0
Raul Castillo,"5' 11""",185 lbs.,,Orthodox,,1,0,3,1,0,0,0,0
Jenna Castillo,"5' 2""",125 lbs.,,,5-May-82,3,1,2,1,2,1,1,0
Tim Catalfo,"5' 11""",235 lbs.,,Orthodox,,0,1,1,0,0,0,0,0
Danny Castillo,"5' 9""",155 lbs.,"71""",Orthodox,25-Aug-79,3,0,2,1,3,0,1,0
Nick Catone,"6' 0""",185 lbs.,"72""",Southpaw,1-Sep-81,2,0,2,1,4,0,1,1
Luke Caudillo,"5' 7""",155 lbs.,,Orthodox,30-Nov-80,2,0,5,1,0,0,1,0
Gesias Cavalcante,"5' 8""",155 lbs.,"71""",Orthodox,6-Jul-83,2,0,3,1,1,0,1,1
Rafael Cavalcante,"6' 1""",205 lbs.,"74""",Orthodox,14-Apr-80,3,1,4,0,1,0,1,0
Adam Cella,"6' 2""",170 lbs.,,,26-Jun-85,2,0,3,1,4,1,1,1
Henry Cejudo,"5' 4""",135 lbs.,"64""",Orthodox,9-Feb-87,4,0,3,1,2,0,1,0
Yosdenis Cedeno,"5' 8""",155 lbs.,"69""",Orthodox,12-Feb-85,2,0,2,1,0,0,0,0
Magnus Cedenblad,"6' 5""",185 lbs.,"79""",Orthodox,10-Apr-82,2,1,3,0,3,1,1,1
Jared Chaffee,"5' 10""",155 lbs.,,,15-Dec-84,0,0,0,0,0,0,0,0
Luan Chagas,"6' 0""",170 lbs.,"75""",Orthodox,17-Jun-93,4,0,3,1,0,0,1,0
Donald Cerrone,"6' 1""",155 lbs.,"73""",Orthodox,29-Mar-83,4,0,4,1,1,0,1,1
Ansar Chalangov,"5' 9""",170 lbs.,,Orthodox,30-Oct-79,1,1,2,1,0,0,0,8
Donnie Chappell,"5' 11""",178 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Alex Chambers,"5' 3""",115 lbs.,"63""",Southpaw,25-Oct-78,3,1,5,1,2,0,1,1
Joe Charles,"6' 1""",260 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Michael Chandler,"5' 8""",155 lbs.,"71""",Orthodox,24-Apr-86,4,0,4,1,2,0,1,1
Dan Charles,"6' 2""",228 lbs.,,,24-Sep-85,3,0,4,0,0,0,0,0
Emilio Chavez,"5' 9""",145 lbs.,,,,3,0,2,1,3,1,0,0
Ernest Chavez,"5' 8""",145 lbs.,"70""",Orthodox,27-Jun-83,3,0,4,1,1,0,1,0
Danny Chavez,"5' 8""",145 lbs.,"67""",Orthodox,14-Mar-87,3,0,4,1,3,1,1,0
Gabriel Checco,"6' 1""",185 lbs.,,Switch,3-Apr-86,0,0,0,0,0,0,0,0
Fabio Cherant,"6' 1""",205 lbs.,,Southpaw,25-Nov-94,1,0,8,0,0,0,0,0
Ion Cherdivara,,205 lbs.,,,,0,0,0,0,0,0,0,0
Albert Cheng,"5' 11""",170 lbs.,,Orthodox,7-Feb-85,1,0,3,1,0,0,0,0
Mark Cherico,"5' 7""",145 lbs.,"69""",Orthodox,12-May-86,4,0,7,1,5,1,0,0
